Id,SalePrice
2008,222442.62
2009,190254.11
2010,187131.73
2011,132006.67
2012,167153.75
2013,189167.5
2014,187591.17
2015,219576.47
2016,187401.28
2017,197867.08
2018,115501.38
2019,119183.81
2020,97604.23
2021,99151.33
2022,230119.14
2023,161541.94
2024,297614.62
2025,381585.22
2026,180183.83
2027,166069.7
2028,147138.36
2029,190461.72
2030,260412.95
2031,228411.05
2032,217747.5
2033,239617.03
2034,149581.89
2035,237684.75
2036,197554.92
2037,177404.53
2038,289577.34
2039,244281.03
2040,296188.03
2041,348196.94
2042,208830.9
2043,171260.97
2044,165977.16
2045,196842.98
2046,199067.64
2047,139001.11
2048,139281.42
2049,155914.89
2050,148522.06
2051,113561.01
2052,115200.914
2053,128601.586
2054,155772.52
2055,127005.24
2056,158959.31
2057,105539.67
2058,229489.53
2059,121529.31
2060,192987.81
2061,158992.22
2062,129015.05
2063,116018.164
2064,113455.51
2065,100662.44
2066,144563.1
2067,64152.41
2068,153603.98
2069,51004.938
2070,98244.17
2071,75255.77
2072,128728.09
2073,142741.78
2074,123642.52
2075,143887.61
2076,125316.484
2077,146063.33
2078,139489.34
2079,102817.93
2080,124813.36
2081,120750.664
2082,116310.82
2083,144331.02
2084,97040.38
2085,119618.61
2086,75788.336
2087,93722.93
2088,83933.31
2089,103127.0
2090,112027.836
2091,105735.85
2092,145983.8
2093,56825.984
2094,91944.375
2095,170910.7
2096,91952.99
2097,84948.58
2098,180167.2
2099,79506.81
2100,54330.637
2101,130805.38
2102,124306.336
2103,83151.8
2104,179182.61
2105,122734.99
2106,79756.56
2107,205811.28
2108,107248.54
2109,105640.15
2110,91196.91
2111,87861.414
2112,147613.61
2113,107578.82
2114,98587.984
2115,120840.09
2116,99515.75
2117,134401.48
2118,116348.77
2119,148887.52
2120,106039.02
2121,82112.2
2122,140467.6
2123,64680.656
2124,143095.2
2125,121021.766
2126,151513.03
2127,181571.1
2128,100268.81
2129,137100.28
2130,119804.8
2131,147417.55
2132,74692.45
2133,128003.016
2134,119001.336
2135,117017.46
2136,78250.94
2137,103732.67
2138,130833.29
2139,147468.77
2140,118371.16
2141,153668.66
2142,123598.734
2143,191438.5
2144,145320.14
2145,143362.14
2146,175627.12
2147,135726.28
2148,131723.17
2149,154563.66
2150,233564.17
2151,105148.0
2152,138762.88
2153,185007.33
2154,90965.47
2155,148701.39
2156,213294.7
2157,250139.88
2158,244700.36
2159,208436.08
2160,164999.16
2161,261704.42
2162,376788.16
2163,343911.16
2164,219762.78
2165,167950.4
2166,173331.78
2167,236142.2
2168,191596.81
2169,201846.14
2170,221982.67
2171,174095.86
2172,128450.375
2173,169960.83
2174,236954.06
2175,319887.94
2176,331145.97
2177,261152.4
2178,219563.38
2179,128971.69
2180,183814.28
2181,179687.72
2182,226029.77
2183,180508.72
2184,120124.555
2185,104831.8
2186,141672.81
2187,122017.875
2188,133391.98
2189,278978.12
2190,88231.76
2191,47708.27
2192,45731.63
2193,95373.81
2194,112833.336
2195,188012.67
2196,101210.66
2197,112669.875
2198,126495.78
2199,145407.64
2200,153026.47
2201,132156.92
2202,182332.83
2203,147237.53
2204,210479.2
2205,143484.47
2206,112645.87
2207,233764.14
2208,274284.34
2209,289438.44
2210,106357.33
2211,113636.52
2212,140069.53
2213,96824.88
2214,121427.72
2215,114241.09
2216,106316.086
2217,80663.78
2218,93181.68
2219,84597.97
2220,85645.43
2221,364910.25
2222,283783.94
2223,275655.66
2224,191432.45
2225,105046.64
2226,189504.06
2227,188958.05
2228,308888.72
2229,259881.5
2230,147415.06
2231,223403.25
2232,177532.78
2233,146750.84
2234,244422.53
2235,236562.58
2236,259587.58
2237,310871.3
2238,211658.61
2239,62990.18
2240,135844.55
2241,168647.64
2242,123711.59
2243,122935.87
2244,99175.516
2245,132404.25
2246,116879.71
2247,94874.43
2248,103799.27
2249,107946.06
2250,134261.05
2251,135234.02
2252,177776.36
2253,156242.02
2254,184695.56
2255,175194.78
2256,175180.16
2257,215384.73
2258,175505.16
2259,210082.31
2260,166521.19
2261,198702.77
2262,231539.58
2263,459271.3
2264,441373.28
2265,152121.78
2266,322342.56
2267,395785.72
2268,498963.25
2269,140271.66
2270,216091.81
2271,245249.16
2272,214622.4
2273,163852.5
2274,201300.53
2275,219286.7
2276,234424.92
2277,181309.33
2278,155847.94
2279,144113.05
2280,101484.08
2281,163294.97
2282,167462.16
2283,101669.945
2284,120423.164
2285,116945.5
2286,130994.87
2287,383159.72
2288,262069.33
2289,415149.03
2290,462827.03
2291,353301.56
2292,472869.5
2293,507010.62
2294,442332.62
2295,498601.66
2296,282347.5
2297,420601.16
2298,369786.47
2299,379232.3
2300,342910.06
2301,334735.22
2302,261056.47
2303,243488.88
2304,251471.28
2305,205053.44
2306,200570.55
2307,195801.23
2308,258067.17
2309,302079.66
2310,246692.44
2311,200611.12
2312,173574.4
2313,172754.61
2314,177265.92
2315,160906.38
2316,185594.11
2317,179384.11
2318,165747.48
2319,172137.53
2320,168600.72
2321,254088.2
2322,179445.25
2323,176082.06
2324,183150.88
2325,188739.08
2326,182774.92
2327,213514.52
2328,223612.23
2329,179194.47
2330,173602.78
2331,364900.97
2332,420402.84
2333,337146.22
2334,289585.03
2335,297037.66
2336,305379.47
2337,195686.45
2338,232055.7
2339,219995.08
2340,340908.9
2341,199237.55
2342,229609.02
2343,230562.86
2344,219489.34
2345,247378.53
2346,217262.4
2347,211381.38
2348,247518.58
2349,201272.2
2350,255495.42
2351,253083.2
2352,264678.22
2353,264260.97
2354,131880.16
2355,131868.81
2356,147695.39
2357,194055.02
2358,184571.1
2359,123703.15
2360,101764.58
2361,148385.31
2362,247370.42
2363,111776.27
2364,160852.17
2365,195027.84
2366,196585.75
2367,210372.72
2368,242660.4
2369,200277.03
2370,169774.77
2371,167255.23
2372,193667.4
2373,269492.97
2374,310408.0
2375,247181.12
2376,319108.88
2377,367276.3
2378,184008.05
2379,217976.7
2380,136234.45
2381,171877.02
2382,204988.56
2383,197202.47
2384,252982.25
2385,156672.28
2386,139176.17
2387,114241.836
2388,90292.56
2389,97217.6
2390,131800.48
2391,123550.54
2392,92627.875
2393,156104.73
2394,135164.73
2395,223419.69
2396,138733.94
2397,199938.42
2398,136826.67
2399,21392.67
2400,65412.07
2401,126618.414
2402,129526.164
2403,133655.05
2404,155245.08
2405,161219.66
2406,146054.88
2407,104089.734
2408,160184.94
2409,112604.78
2410,169618.61
2411,107910.67
2412,121235.37
2413,117625.18
2414,149655.39
2415,134168.7
2416,100469.945
2417,162036.55
2418,133255.58
2419,114083.74
2420,129092.13
2421,123229.06
2422,123627.625
2423,108145.195
2424,115129.61
2425,244550.1
2426,148484.19
2427,131866.31
2428,199274.34
2429,130850.734
2430,130687.22
2431,90081.86
2432,133558.38
2433,144276.48
2434,143828.77
2435,140034.48
2436,133930.9
2437,125579.914
2438,114604.66
2439,94444.81
2440,110667.875
2441,72907.86
2442,92193.37
2443,113887.74
2444,122455.56
2445,90267.53
2446,140668.28
2447,163261.78
2448,128443.945
2449,105523.24
2450,118041.0
2451,132107.8
2452,184790.23
2453,67598.2
2454,107315.71
2455,99197.88
2456,123726.68
2457,164561.9
2458,132964.55
2459,102026.13
2460,111602.805
2461,153870.48
2462,127681.234
2463,93959.93
2464,184153.3
2465,141739.16
2466,111536.984
2467,104636.43
2468,157518.9
2469,120092.75
2470,192905.97
2471,208569.06
2472,130574.82
2473,136948.58
2474,58824.754
2475,181364.89
2476,84123.75
2477,130421.07
2478,184874.23
2479,115766.56
2480,170475.94
2481,142551.98
2482,137202.6
2483,130481.19
2484,115542.7
2485,123987.41
2486,171498.19
2487,186892.9
2488,132607.03
2489,141661.56
2490,153753.14
2491,124681.53
2492,208704.67
2493,151211.86
2494,112003.766
2495,106608.65
2496,225859.16
2497,122612.0
2498,131759.0
2499,102403.73
2500,163434.75
2501,138492.94
2502,136865.67
2503,46198.85
2504,206903.8
2505,273554.5
2506,268072.6
2507,309248.7
2508,284063.2
2509,222961.55
2510,213382.23
2511,188338.75
2512,223387.7
2513,203293.56
2514,332599.5
2515,173945.3
2516,175130.53
2517,137663.44
2518,154072.48
2519,258144.1
2520,191477.34
2521,188194.36
2522,229640.73
2523,116540.11
2524,123853.055
2525,138559.2
2526,144085.42
2527,126494.516
2528,184104.97
2529,118474.4
2530,114952.945
2531,297081.97
2532,230729.14
2533,196028.6
2534,215811.28
2535,304067.44
2536,217784.33
2537,230485.52
2538,173127.38
2539,150608.81
2540,173630.03
2541,178460.25
2542,168463.48
2543,128996.98
2544,70895.664
2545,143292.23
2546,95668.99
2547,77132.3
2548,128071.6
2549,137248.8
2550,572583.06
2551,132834.27
2552,141249.12
2553,57070.508
2554,74899.04
2555,129329.266
2556,110129.266
2557,111050.11
2558,179988.33
2559,120639.04
2560,179787.03
2561,163363.98
2562,146305.0
2563,140945.84
2564,208829.42
2565,117373.43
2566,201151.98
2567,131452.6
2568,230988.73
2569,254158.47
2570,123631.33
2571,187076.75
2572,142437.95
2573,226031.48
2574,308428.5
2575,107002.56
2576,97768.945
2577,161458.83
2578,86099.336
2579,81471.75
2580,90847.414
2581,110741.52
2582,159863.31
2583,302982.34
2584,154455.77
2585,168366.89
2586,225247.14
2587,205651.06
2588,142756.22
2589,157541.77
2590,182718.03
2591,250377.44
2592,197447.88
2593,292908.72
2594,161924.0
2595,183465.25
2596,298110.25
2597,176770.38
2598,323187.5
2599,442519.22
2600,190187.73
2601,116018.65
2602,95719.02
2603,92225.72
2604,68910.984
2605,112344.516
2606,165886.14
2607,263243.16
2608,144253.39
2609,135752.62
2610,104279.766
2611,58475.18
2612,135815.08
2613,122905.445
2614,121614.48
2615,153625.7
2616,135999.84
2617,155798.31
2618,209006.52
2619,207249.8
2620,184364.94
2621,192857.61
2622,188221.69
2623,234683.31
2624,327940.78
2625,328352.7
2626,179969.62
2627,145308.28
2628,572462.2
2629,596942.6
2630,448735.53
2631,554374.6
2632,515850.72
2633,335788.2
2634,473126.4
2635,155870.56
2636,192938.72
2637,162519.1
2638,258986.72
2639,154380.64
2640,150805.3
2641,106703.58
2642,168648.75
2643,98855.72
2644,100336.01
2645,87006.74
2646,93093.04
2647,107442.94
2648,134068.36
2649,170067.58
2650,123097.4
2651,139495.58
2652,405364.34
2653,272903.78
2654,260155.69
2655,467584.1
2656,349562.25
2657,391253.84
2658,320160.44
2659,332524.56
2660,395056.2
2661,387035.97
2662,411188.84
2663,314939.6
2664,292905.28
2665,339801.3
2666,297105.8
2667,164074.69
2668,180460.11
2669,185710.61
2670,275556.16
2671,182006.7
2672,201922.66
2673,222542.97
2674,205312.53
2675,179725.14
2676,181101.98
2677,187930.6
2678,271357.62
2679,284778.78
2680,310153.1
2681,431743.84
2682,348360.28
2683,649343.6
2684,300898.6
2685,330605.6
2686,257872.31
2687,339781.0
2688,193980.52
2689,205578.83
2690,382583.84
2691,198551.17
2692,100084.04
2693,207262.4
2694,126959.62
2695,183445.58
2696,196271.14
2697,193474.86
2698,137294.36
2699,175288.38
2700,140745.33
2701,167415.5
2702,79149.76
2703,125782.25
2704,134706.94
2705,237236.02
2706,111288.664
2707,85339.28
2708,146554.3
2709,73935.39
2710,95164.266
2711,230009.83
2712,403698.75
2713,162363.84
2714,155039.58
2715,170854.34
2716,125187.31
2717,206422.83
2718,232678.36
2719,165375.34
2720,222957.2
2721,129933.31
2722,121178.016
2723,124477.33
2724,133221.27
2725,120969.52
2726,140918.67
2727,167849.16
2728,178214.64
2729,140071.9
2730,125329.734
2731,138490.67
2732,120284.44
2733,149759.48
2734,138841.61
2735,134214.05
2736,122829.26
2737,116517.99
2738,113310.97
2739,133117.03
2740,138662.61
2741,127620.58
2742,136923.56
2743,169464.16
2744,139952.77
2745,115668.29
2746,118222.836
2747,119143.01
2748,126296.125
2749,114767.12
2750,124361.25
2751,125181.4
2752,197922.55
2753,182574.53
2754,195946.67
2755,120963.234
2756,102225.85
2757,114307.29
2758,124110.93
2759,221452.98
2760,98401.53
2761,152651.39
2762,132087.53
2763,212388.05
2764,146078.75
2765,292938.94
2766,123919.68
2767,87140.24
2768,119333.2
2769,127323.62
2770,114535.016
2771,98139.125
2772,88966.086
2773,178924.08
2774,115347.445
2775,91478.56
2776,129446.63
2777,185550.84
2778,95394.13
2779,103090.66
2780,103243.22
2781,109829.43
2782,77863.91
2783,124982.49
2784,98500.28
2785,131345.25
2786,55674.566
2787,101527.4
2788,66594.54
2789,187209.92
2790,94987.24
2791,180668.73
2792,67348.016
2793,95086.88
2794,97449.375
2795,119164.22
2796,102308.1
2797,149956.94
2798,119079.59
2799,67675.75
2800,64414.203
2801,114001.25
2802,128528.07
2803,179902.23
2804,120867.19
2805,106872.97
2806,73077.19
2807,107076.83
2808,159392.53
2809,120815.15
2810,132233.89
2811,150955.25
2812,188748.62
2813,152193.0
2814,184946.6
2815,102528.86
2816,243110.39
2817,204501.03
2818,116793.945
2819,227007.27
2820,130563.59
2821,141322.27
2822,184618.83
2823,322969.84
2824,178287.36
2825,120705.23
2826,142164.7
2827,110987.984
2828,218627.86
2829,194137.55
2830,213713.45
2831,153044.27
2832,266620.16
2833,323411.25
2834,232692.11
2835,210999.77
2836,194821.56
2837,126506.766
2838,138379.61
2839,174539.1
2840,226489.55
2841,195828.36
2842,238285.69
2843,149147.17
2844,184770.2
2845,109751.02
2846,206068.66
2847,231906.17
2848,127820.73
2849,225090.7
2850,286191.84
2851,198382.14
2852,259304.56
2853,239665.48
2854,126695.01
2855,219469.72
2856,184903.73
2857,193246.75
2858,194301.2
2859,146218.6
2860,130550.44
2861,144711.95
2862,202452.73
2863,105133.69
2864,271713.53
2865,152539.88
2866,138372.3
2867,125554.83
2868,108460.695
2869,96268.37
2870,147162.6
2871,68692.266
2872,78989.44
2873,105921.45
2874,142423.31
2875,111595.04
2876,129908.2
2877,158853.97
2878,150998.06
2879,101071.6
2880,91243.11
2881,134467.77
2882,204637.11
2883,209718.1
2884,234693.48
2885,187053.3
2886,250691.36
2887,82774.54
2888,127675.18
2889,93885.52
2890,84362.625
2891,112927.62
2892,48425.44
2893,50827.13
2894,53582.227
2895,358983.84
2896,274452.94
2897,185684.3
2898,161722.55
2899,187622.89
2900,151045.53
2901,160518.45
2902,163624.86
2903,312523.3
2904,376267.66
2905,151674.9
2906,195365.05
2907,112048.41
2908,146893.72
2909,148570.83
2910,92060.68
2911,82760.016
2912,143734.77
2913,86475.51
2914,81674.93
2915,83761.23
2916,100464.87
2917,159051.52
2918,110513.2
2919,214538.17
